size,cdf
62000,0.9882391141088799
63000,0.9883845315665444
64000,0.988519988924369
65000,0.9886673984020016
66000,0.988761023340498
67000,0.9888407041392183
68000,0.9889562412973628
69000,0.9890877146152514
70000,0.9891793475337797
71000,0.9892829325721161
72000,0.9893785495305805
73000,0.9894562383093328
74000,0.9895279510281811
75000,0.9896016557669974
76000,0.9897052408053338
77000,0.9898008577637982
78000,0.9898984667422306
79000,0.989992091680727
80000,0.9901793415577198
81000,0.9902968707358323
82000,0.9903885036543606
83000,0.990478144552921
84000,0.9905638014115453
85000,0.9907271470489221
86000,0.9908466682470025
87000,0.990970173485019
88000,0.9911653914418838
89000,0.9913227610193565
90000,0.9914223620177569
91000,0.9914741545369251
92000,0.9915279390760613
93000,0.9916693724937898
94000,0.9918127979314865
95000,0.9919044308500149
96000,0.9920040318484152
97000,0.9920598084075195
98000,0.9921135929466557
99000,0.9921594094059198
100000,0.9922351061647042
101000,0.9922988508036804
102000,0.9923426752429766
103000,0.992426340081633
104000,0.9925279331000014
105000,0.9926175739985618
106000,0.992677334597602
107000,0.9927211590368982
108000,0.9927749435760344
109000,0.9928048238755546
110000,0.9928566163947228
111000,0.9928984488140509
112000,0.9929602014330592
113000,0.9930000418324193
114000,0.9931096029306598
115000,0.9931554193899239
116000,0.9932251400888042
117000,0.9932988448276205
118000,0.9933526293667567
119000,0.993398445826021
120000,0.9934542223851252
121000,0.9934920707645174
122000,0.9935219510640375
123000,0.9935518313635576
124000,0.9935837036830457
125000,0.9936016318627577
126000,0.99363948024215
127000,0.993663384481766
128000,0.9937390812405503
129000,0.9938127859793666
130000,0.993882506678247
131000,0.993914378997735
132000,0.9940458523156236
133000,0.9941076049346319
134000,0.9941534213938961
135000,0.9942012298731282
136000,0.9942550144122645
137000,0.9942809106718485
138000,0.9943127829913367
139000,0.9943366872309528
140000,0.994372543590377
141000,0.9944123839897371
142000,0.9944402722692892
143000,0.9944781206486814
144000,0.9945259291279136
145000,0.9948526204026669
146000,0.9949004288818991
147000,0.9949562054410034
148000,0.9949980378603315
149000,0.9950239341199156
150000,0.9950637745192757
151000,0.9950976388587319
152000,0.995111582998508
153000,0.9951394712780601
154000,0.9951952478371643
155000,0.9952071999569724
156000,0.9952570004561726
157000,0.9952848887357247
158000,0.9953207450951488
159000,0.9953366812548929
160000,0.995368553574381
161000,0.9953964418539332
162000,0.9954163620536133
163000,0.9954442503331653
164000,0.9954900667924296
165000,0.9954980348723016
166000,0.9955318992117577
167000,0.9955518194114378
168000,0.9955737316310859
169000,0.9955896677908299
170000,0.995607595970542
171000,0.9956255241502541
172000,0.9956414603099981
173000,0.9956534124298062
174000,0.9956733326294863
175000,0.9957091889889105
176000,0.9957749256478547
177000,0.9957968378675028
178000,0.995860582506479
179000,0.9958705426063191
180000,0.9959083909857113
181000,0.9959283111853913
182000,0.9959402633051994
183000,0.9959561994649434
184000,0.9959701436047195
185000,0.9959820957245276
186000,0.9959940478443355
187000,0.9960159600639836
188000,0.9960299042037597
189000,0.9960418563235678
190000,0.9960657605631839
191000,0.996087672782832
192000,0.9961275131821922
193000,0.9961454413619042
194000,0.9961653615615843
195000,0.9961872737812324
196000,0.9962151620607845
197000,0.9962291062005606
198000,0.9962550024601446
199000,0.9962828907396968
200000,0.9963008189194088
210000,0.9964721326366576
220000,0.9967012149329785
230000,0.996834680270835
240000,0.9969601775288196
250000,0.9970936428666761
260000,0.9972589805240207
270000,0.9973506134425492
280000,0.9974880628203417
290000,0.997581687758838
300000,0.9976215281581983
310000,0.9976753126973344
320000,0.9977370653163428
330000,0.997788857835511
340000,0.9978426423746471
350000,0.9978924428738474
360000,0.9979203311533995
370000,0.9979541954928556
380000,0.9979840757923757
390000,0.9980259082117039
400000,0.9980777007308721
410000,0.9981354693099443
420000,0.9981892538490806
430000,0.9982211261685687
440000,0.9982450304081848
450000,0.9982669426278329
460000,0.9983067830271931
470000,0.9983625595862973
480000,0.9984243122053056
490000,0.9984302882652095
500000,0.9984482164449217
510000,0.9984780967444418
520000,0.9984960249241538
530000,0.9985099690639299
540000,0.998535865323514
550000,0.9985577775431621
560000,0.9985737137029062
570000,0.9985876578426822
580000,0.9985996099624903
590000,0.9986135541022664
600000,0.9986374583418824
610000,0.9986673386414026
620000,0.9986872588410827
630000,0.9987091710607308
640000,0.9987270992404428
650000,0.9987490114600909
